source,target,src_word_len,tgt_word_len,src_char_len,tgt_char_len,char_ratio,word_ratio,dataset
Кини булчута өтө биллэр.,"сразу видно, что он охотник.",4,7,24,28,1.1666666666666667,1.75,tatoeba
Ити өтөрдөөҥүтэ буолбута.,это было недавно.,3,4,25,17,0.68,1.3333333333333333,tatoeba
Өттүк баттанан турар.,он стоит подбоченившись.,3,4,21,24,1.1428571428571428,1.3333333333333333,tatoeba
Оҕону үтүктүмэҥ.,не передразнивайте ребёнка.,2,4,16,27,1.6875,2.0,tatoeba
Үтүгэн киһи мустубут.,собралось достаточно много народу.,3,5,21,34,1.619047619047619,1.6666666666666667,tatoeba
Том миэхэ балыгы үтүгэнник биэрдэ.,том дал мне много рыбы.,5,6,34,23,0.6764705882352942,1.2,tatoeba
Хайа иччитигэр дылы үтүктүгэс.,"он передразнивает, как обезьяна.",4,6,30,32,1.0666666666666667,1.5,tatoeba
Үтүмэн уларыйыылар таҕыстылар.,в нашей жизни произошли большие изменения.,3,7,30,42,1.4,2.3333333333333335,tatoeba
"Үтүө ат биир кымньыылаах, үтүө киһи биир тыллаах.","доброму коню достаточно одного удара кнутом, у хорошего человека — одно слово.",8,14,49,78,1.5918367346938775,1.75,tatoeba
Үтүө биэттэн абааһы кулун төрөөбүтүгэр дылы.,и от хорошей кобылы рождается жеребёнок-урод.,6,7,44,45,1.0227272727272727,1.1666666666666667,tatoeba
Кини үтүөтэ ум-нуллуо суоҕа.,его доброта не забудется.,4,5,28,25,0.8928571428571429,1.25,tatoeba
Эрэй үтүөтүн эрэйдэнним.,"я узнал, почём фунт лиха.",3,7,24,25,1.0416666666666667,2.3333333333333335,tatoeba
Хайа үтүгэҥҥэ тустэ?,куда он запропастился?,3,4,20,22,1.1,1.3333333333333333,tatoeba
Хайа үтүгэҥҥэ тустэ?,в какую пропасть он провалился?,3,6,20,31,1.55,2.0,tatoeba
Том Саха үтүөлээх артиһа буолла.,том становится заслуженным артистом якутии.,5,6,32,43,1.34375,1.2,tatoeba
Том сэриигэ үтүөлэрин иһин наҕараадаланна.,том награждён за боевые заслуги.,5,6,42,32,0.7619047619047619,1.2,tatoeba
Ыалдьара үтүө буолла.,ему полегчало.,3,3,21,14,0.6666666666666666,1.0,tatoeba
Ыалдьара үтүө буолла.,его болезнь проходит.,3,4,21,21,1.0,1.3333333333333333,tatoeba
Үтүөкэн майгылаах.,у него прекрасный характер.,2,5,18,27,1.5,2.5,tatoeba
Том наһаа үтүөмсүйэр.,том слишком важничает.,3,4,21,22,1.0476190476190477,1.3333333333333333,tatoeba
Ыарыһах үтүөрдэ.,больной выздоровел.,2,3,16,19,1.1875,1.5,tatoeba
Ыарыһах үтүөрдэ.,его болезнь прошла.,2,4,16,19,1.1875,2.0,tatoeba
Ыарыһах үтүөрдэ.,её болезнь прошла.,2,4,16,18,1.125,2.0,tatoeba
Бааһа үтүөр-бүт.,его рана зажила.,2,4,16,16,1.0,2.0,tatoeba
Том үтүөмсүк киһи.,том кичливый человек.,3,4,18,21,1.1666666666666667,1.3333333333333333,tatoeba
Мин киниттэн үбүлэнэн үөрэммитим.,я выучился на его средства.,4,6,33,27,0.8181818181818182,1.5,tatoeba
Оҕонньор кырдьан наһаа үгдэрийбит.,старик ослабел от старости.,4,5,34,27,0.7941176470588235,1.25,tatoeba
Үгүһү да оҥоруо.,он ещё многое сделает.,3,5,16,22,1.375,1.6666666666666667,tatoeba
"Үгүс тыл сымсах, аҕыйах тыл минньигэс.","много слов — горько, мало слов — сладко.",6,10,38,40,1.0526315789473684,1.6666666666666667,tatoeba
Уол үгүстүк ыарытар.,мальчик часто болеет.,3,4,20,21,1.05,1.3333333333333333,tatoeba
Бу оҕо оонньуута буолбатах.,это не пустяки.,4,4,27,15,0.5555555555555556,1.0,tatoeba
Том оҕотугар түспүт.,том впал в детство.,3,5,20,19,0.95,1.6666666666666667,tatoeba
Мария элбэх оҕолоох ийэ.,мария - многодетная мать.,4,5,24,25,1.0416666666666667,1.25,tatoeba
Хаһан кэлэҕин?,когда ещё приедешь?,2,4,14,19,1.3571428571428572,2.0,tatoeba
Оҕотук санаам уурайда.,я остепенился.,3,3,22,14,0.6363636363636364,1.0,tatoeba
Оҕотук санаам уурайда.,мои детские мысли прошли.,3,5,22,25,1.1363636363636365,1.6666666666666667,tatoeba
Букатын наадата суох.,вовсе не нужно.,3,4,21,15,0.7142857142857143,1.3333333333333333,tatoeba
Онно быйыл эһэ баар буолбут.,в этом году там появились медведи.,5,7,28,34,1.2142857142857142,1.4,tatoeba
Бүгүн Том куоракка баар буолбут.,сегодня том уже в городе.,5,6,32,25,0.78125,1.2,tatoeba
Наадалаах кэмҥэ суох буолан иһэриҥ баар эбээт.,в нужное время ты всегда отсутствуешь.,7,7,46,38,0.8260869565217391,1.0,tatoeba
Ити курдук этэриҥ баар ээт!,и надо же тебе так говорить!,5,7,27,28,1.037037037037037,1.4,tatoeba
Саҥара охсубатыҥ баар ээ.,ты никогда сразу же не отвечаешь.,4,7,25,33,1.32,1.75,tatoeba
Букатын аккаастаан кэбиһиэм баар ээ.,"возможно, я совсем откажусь.",5,6,36,28,0.7777777777777778,1.2,tatoeba
Дьиэттэн тахсыа суохха баар этэ.,не следовало бы выходить из дома.,5,7,32,33,1.03125,1.4,tatoeba
Кинини кулгааҕын үргүөх баар этэ.,надо бы надрать ему уши.,5,6,33,24,0.7272727272727273,1.2,tatoeba
Таҥара баарына!,ей богу!,2,3,15,8,0.5333333333333333,1.5,tatoeba
Миэхэ саҥа кинигэ баар.,у меня есть новая книга.,4,6,23,24,1.0434782608695652,1.5,tatoeba
Кылааска сүүрбэ үөрэнээччи баар.,в классе присутствует двадцать учеников.,4,6,32,40,1.25,1.5,tatoeba
"Сатана баара, бостуой сөбүлэһэммин.","чёрт побери, зря я согласился.",4,7,35,30,0.8571428571428571,1.75,tatoeba
"Сордоох баара, итини билбэт.","а он, несчастный, этого не знает.",4,9,28,33,1.1785714285714286,2.25,tatoeba
"Орой төбөт баара, букатын куттаммат!","шалунишка какой, совсем не боится!",5,7,36,34,0.9444444444444444,1.4,tatoeba
Төннөн кэпсэтиэх баара.,надо было бы вернуться и поговорить.,3,7,23,36,1.565217391304348,2.3333333333333335,tatoeba
Кини наадыйдаҕына кэлиэ баара дуо!,"когда нужно, его не бывает!",5,7,34,27,0.7941176470588235,1.4,tatoeba
Киһиргиэ баара дуо?,"он что, хвастаться будет?",3,6,19,25,1.3157894736842106,2.0,tatoeba
Ону кыайыам баара дуо?,разве я одолею это?,4,5,22,19,0.8636363636363636,1.25,tatoeba
Барарбыт баара эрэ биир чаас хаалла.,до нашего отправления остался всего-навсего час.,6,7,36,48,1.3333333333333333,1.1666666666666667,tatoeba
"Массыынаны биэрбиттэр, ону баара бэйэбит сатаан туһамматыбыт.","нам выделили машину, а мы, какая досада, не сумели её использовать.",7,15,61,67,1.098360655737705,2.142857142857143,tatoeba
Кэлбиппит баара-суоҕа икки хонно.,мы приехали всего лишь два дня назад.,4,8,33,37,1.121212121212121,2.0,tatoeba
Харчым баара-суоҕа ити.,вот все мои деньги.,3,5,23,19,0.8260869565217391,1.6666666666666667,tatoeba
Биһиги суруйбуппут баараа.,не мы же писали это.,3,6,26,20,0.7692307692307693,2.0,tatoeba
Эн сыыспытыҥ баараа.,не ты же ошибся.,3,5,20,16,0.8,1.6666666666666667,tatoeba
"Баҕар, хомуйума, мин мөҥүллүөм баараа.","не хочешь, не убирай, не меня же будут ругать.",5,12,38,46,1.2105263157894737,2.4,tatoeba
Уол биллэ-көстө баараҕадыйбыт.,юноша заметно возмужал.,3,4,30,23,0.7666666666666667,1.3333333333333333,tatoeba
Ким билбитэ баарай!?,yes кто же знал!?,3,6,20,17,0.85,2.0,tatoeba
Мин диэбитим баарай.,не я же сказал.,3,5,20,15,0.75,1.6666666666666667,tatoeba
Мин эрэ харчыны ылбытым баарай.,не только я брал взятку.,5,6,31,24,0.7741935483870968,1.2,tatoeba
Хайдах гыммыт киһи ситиһиэ баарай?,как же ему отомстить?,5,5,34,21,0.6176470588235294,1.0,tatoeba
Туох истиэ-көрүө баарай.,никто не поможет.,3,4,24,17,0.7083333333333334,1.3333333333333333,tatoeba
Дьэ тугу этиэҥ баарай!,ничего не скажешь!,4,4,22,18,0.8181818181818182,1.0,tatoeba
Баардаах эрээригин биэрбэккин.,"у тебя есть что дать, но ты не даёшь.",3,11,30,37,1.2333333333333334,3.6666666666666665,tatoeba
Тыал баарыстаан өрүһү нэһиилэ туораатыбыт.,из-за встречного ветра мы с трудом переплыли реку.,5,9,42,50,1.1904761904761905,1.8,tatoeba
Харчы ахсааны сөбүлүүр.,деньги любят счёт.,3,4,23,18,0.782608695652174,1.3333333333333333,tatoeba
Алтан биир харчыга турбат.,гроша медного не стоит.,4,5,26,23,0.8846153846153846,1.25,tatoeba
Алтан биир харчыга турбат.,гроша ломаного не стоит.,4,5,26,24,0.9230769230769231,1.25,tatoeba
Харчы уҥуоҕун үлтү түспүт.,он разбил себе коленку.,4,5,26,23,0.8846153846153846,1.25,tatoeba
Харчылаах эрэй таҕыста.,затрачен большой труд.,3,4,23,22,0.9565217391304348,1.3333333333333333,tatoeba
Хара тыыммын харыстаа.,защити бедную душу мою.,3,5,22,23,1.0454545454545454,1.6666666666666667,tatoeba
Бу ат уоҕа дьэ хараата.,эта норовистая лошадь наконец-то стала смирней.,5,7,23,47,2.0434782608695654,1.4,tatoeba
Сүөһүлэргин киминэн эмит харайтар.,попроси кого-нибудь присмотреть за вашим скотом.,4,7,34,48,1.411764705882353,1.75,tatoeba
